Date,Open,High,Low,Close,Adj Close,Volume
2004-04-12,89.38814544677734,90.2103271484375,89.29254150390625,89.61759185791016,50.16147994995117,3255780
2004-04-13,89.66539001464844,89.9043960571289,88.43212127685547,88.94837188720703,49.786903381347656,5244226
2004-04-14,88.04971313476562,89.73231506347656,88.04971313476562,89.57935333251953,50.14008331298828,5560850
2004-04-15,89.6749496459961,89.95220184326172,88.96749877929688,89.34034729003906,50.00629425048828,7159033
2004-04-16,88.24092102050781,88.2887191772461,87.03633117675781,88.22179412841797,49.38021469116211,11629428
2004-04-19,87.85850524902344,88.24092102050781,87.66730499267578,87.8967514038086,49.19828796386719,4350732
2004-04-20,87.95410919189453,88.41300201416016,86.66348266601562,86.66348266601562,48.50796127319336,4456169
2004-04-21,87.14149475097656,87.39962005615234,86.70172119140625,87.24665069580078,48.83439636230469,4836076
2004-04-22,86.52007293701172,87.48565673828125,85.75525665283203,86.74951934814453,48.556148529052734,8355448
2004-04-23,86.99808502197266,87.58126068115234,86.38623046875,87.26577758789062,48.84510040283203,5296107
2004-04-26,86.75907897949219,87.53346252441406,86.37667083740234,86.45315551757812,48.3902473449707,4742146
2004-04-27,86.66348266601562,87.94454956054688,86.57743835449219,87.1032485961914,48.75414276123047,4987328
2004-04-28,86.32887268066406,86.97896575927734,86.24282836914062,86.43403625488281,48.37956619262695,4922476
2004-04-29,86.05162811279297,86.29063415527344,84.31166076660156,85.16252136230469,47.6678581237793,8120307
2004-04-30,85.0956039428711,85.2772445678711,84.13957977294922,84.29254150390625,47.18090057373047,5250397
2004-05-03,84.25430297851562,84.62715148925781,83.36520385742188,84.14913940429688,47.100650787353516,6349325
2004-05-04,84.14913940429688,85.79350280761719,84.13002014160156,85.08604431152344,47.625064849853516,5702583
2004-05-05,85.80306243896484,85.80306243896484,84.61759185791016,85.04779815673828,47.603641510009766,4604806
2004-05-06,84.22562408447266,85.181640625,83.73805236816406,84.47418975830078,47.378456115722656,4517779
2004-05-07,83.8910140991211,85.46845245361328,83.76673126220703,84.31166076660156,47.28727722167969,5656140
2004-05-10,83.74761199951172,84.22562408447266,82.57170104980469,83.05927276611328,46.58485412597656,7000250
2004-05-11,83.36520385742188,84.27342224121094,83.00191497802734,83.29827880859375,46.71891784667969,6877450
2004-05-12,83.41300201416016,83.41300201416016,81.37667083740234,82.99235534667969,46.54735565185547,8834307
2004-05-13,82.97322845458984,83.56596374511719,82.46653747558594,83.35564422607422,46.751102447509766,4924986
2004-05-14,82.83938598632812,83.50860595703125,82.28489685058594,82.60993957519531,46.332862854003906,5436899
2004-05-17,81.54875946044922,82.24665069580078,81.40535736083984,81.76863861083984,45.86100387573242,5962200
2004-05-18,82.2944564819336,82.6864242553711,82.21797180175781,82.27533721923828,46.14519500732422,4603551
2004-05-19,83.55640411376953,84.97132110595703,82.69598388671875,83.22179412841797,46.67603302001953,7773663
2004-05-20,83.23136138916016,84.08221435546875,83.22179412841797,83.57552337646484,46.87443161010742,4216949
2004-05-21,83.73805236816406,84.3021011352539,83.08795166015625,83.29827880859375,46.71891784667969,5365980
2004-05-24,83.8910140991211,83.97705841064453,82.74378967285156,83.26959991455078,46.702850341796875,3951893
2004-05-25,82.93498992919922,85.00955963134766,82.74378967285156,84.79923248291016,47.56074905395508,5604573
2004-05-26,84.74187469482422,84.94264221191406,84.16825866699219,84.46463012695312,47.37306213378906,4506377
2004-05-27,84.84703826904297,85.16252136230469,84.11090087890625,84.69407653808594,47.50178909301758,4282952
2004-05-28,84.58891296386719,84.94264221191406,84.36902618408203,84.69407653808594,47.50178909301758,3351175
2004-06-01,84.13002014160156,84.58891296386719,83.46080017089844,84.24474334716797,47.249778747558594,5108978
2004-06-02,84.74187469482422,84.74187469482422,84.02485656738281,84.11090087890625,47.174686431884766,4092580
2004-06-03,83.98661804199219,84.22562408447266,83.50860595703125,83.50860595703125,46.83689498901367,3150029
2004-06-04,84.08221435546875,84.59847259521484,83.65200805664062,83.70936584472656,46.94947814941406,3978356
2004-06-07,84.84703826904297,85.07648468017578,84.13957977294922,84.74187469482422,47.528564453125,4460667
2004-06-08,84.74187469482422,86.52007293701172,84.5124282836914,86.08030700683594,48.27926254272461,5648714
2004-06-09,85.94646453857422,86.56787872314453,85.86042022705078,86.12810516357422,48.306068420410156,5474136
2004-06-10,86.26194763183594,86.75907897949219,85.93690490722656,86.4818344116211,48.504451751708984,3628260
2004-06-14,86.0898666381836,86.5965576171875,85.67877960205078,86.1089859008789,48.29533767700195,4310984
2004-06-15,86.51051330566406,87.1988525390625,86.26194763183594,86.55831909179688,48.54736328125,4715682
2004-06-16,86.28107452392578,86.93116760253906,86.12810516357422,86.40535736083984,48.46157455444336,3290402
2004-06-17,86.52007293701172,86.57743835449219,86.1089859008789,86.46271514892578,48.49375534057617,4372489
2004-06-18,86.23326873779297,86.806884765625,85.94646453857422,86.09942626953125,48.28999328613281,6768457
2004-06-21,86.42447662353516,86.45315551757812,85.38240814208984,85.55449676513672,47.984371185302734,4020196
2004-06-22,85.35372924804688,86.2715072631836,85.2103271484375,86.06118774414062,48.268531799316406,4340168
2004-06-23,86.13766479492188,86.84512329101562,85.88909912109375,86.79732513427734,48.681392669677734,4555016
2004-06-24,86.30975341796875,86.9216079711914,85.88909912109375,86.03250122070312,48.25244903564453,4256592
2004-06-25,85.9942626953125,86.26194763183594,85.02867889404297,85.61185455322266,48.01652145385742,5862516
2004-06-28,85.76481628417969,85.94646453857422,84.47418975830078,84.80879211425781,47.566123962402344,4626667
2004-06-29,84.46463012695312,84.59847259521484,84.03441619873047,84.40726470947266,47.34089660644531,4596961
2004-06-30,84.41682434082031,84.6080322265625,83.84320831298828,84.27342224121094,47.26583480834961,4941304
2004-07-01,84.397705078125,84.55066680908203,82.76290893554688,83.65200805664062,46.917320251464844,5328219
2004-07-02,83.60420989990234,83.6998062133789,82.79158782958984,83.21223449707031,46.67067337036133,3006727
2004-07-06,82.69598388671875,82.9158706665039,81.38623046875,81.93116760253906,45.95215606689453,6702873
2004-07-07,81.54875946044922,82.16061401367188,81.30975341796875,81.5965576171875,45.76448059082031,5938456
2004-07-08,81.26194763183594,81.2715072631836,79.9043960571289,79.97132110595703,44.85294723510742,7875334
2004-07-09,80.68833923339844,80.783935546875,79.83747863769531,80.20076751708984,44.98166275024414,6898579
2004-07-12,80.30592346191406,81.5009536743164,79.75143432617188,80.40152740478516,45.09425354003906,6285623
2004-07-13,82.12236785888672,82.30401611328125,81.45315551757812,81.5009536743164,45.710853576660156,6277046
2004-07-14,81.1089859008789,81.49139404296875,80.0956039428711,80.43020629882812,45.11032485961914,6588336
2004-07-15,80.43020629882812,80.90821838378906,79.93307495117188,80.3250503540039,45.051353454589844,7412479
2004-07-16,82.26577758789062,82.67686462402344,80.57361602783203,80.57361602783203,45.19076156616211,10921704
2004-07-19,80.783935546875,82.07456970214844,80.68833923339844,81.54875946044922,45.737693786621094,6899416
2004-07-20,81.86424255371094,82.6864242553711,81.54875946044922,82.56214141845703,46.30604553222656,5911260
2004-07-21,82.93498992919922,83.27915954589844,81.54875946044922,81.54875946044922,45.737693786621094,5788564
2004-07-22,81.26194763183594,82.60037994384766,80.95602416992188,82.27533721923828,46.14519500732422,6247340
2004-07-23,81.93116760253906,82.27533721923828,80.783935546875,81.11854553222656,45.496376037597656,4507632
2004-07-26,81.11854553222656,81.81644439697266,80.79350280761719,81.34799194335938,45.625083923339844,4725305
2004-07-27,81.83556365966797,82.5047836303711,81.6921615600586,82.1032485961914,46.04867935180664,4287031
2004-07-28,82.1032485961914,82.48565673828125,81.14722442626953,82.07456970214844,46.03260040283203,6868245
2004-07-29,82.45697784423828,83.38432312011719,82.43785858154297,82.95410919189453,46.525901794433594,4426986
2004-07-30,82.64818572998047,83.55640411376953,82.5908203125,83.24092102050781,46.6867561340332,3669891
2004-08-02,83.04971313476562,83.54684448242188,82.61949920654297,82.87763214111328,46.48300552368164,3565186
2004-08-03,82.88719177246094,82.98279571533203,81.68260192871094,81.94072723388672,45.95752716064453,4337971
2004-08-04,81.54875946044922,82.83938598632812,81.5009536743164,82.18929290771484,46.09693908691406,4351988
